ID	Description	Length	GC
CP014447.1	Staphylococcus  aureus  strain  USA300-SUR24  plasmid  pUSA07-1-SUR24  complete  sequence	3567	30.4177179703
CP014448.1	Staphylococcus  aureus  strain  USA300-SUR24  plasmid  pUSA08-1-SUR24  complete  sequence	32098	27.4066920057
CP019636.1	Nostocales  cyanobacterium  HT-58-2  complete  genome	7846907	42.5664405096
CP019637.1	Nostocales  cyanobacterium  HT-58-2  plasmid  pHT582-1  complete  sequence	37028	43.523819812
CP019638.1	Nostocales  cyanobacterium  HT-58-2  plasmid  pHT582-2  complete  sequence	15633	42.3015416107
CP020555.1	Streptomyces  sp.  Sge12  complete  genome	7983613	72.2094620568
CP020556.1	Streptomyces  sp.  Sge12  plasmid  pSGE  complete  sequence	127085	69.8831490735
CP002872.1	Francisella  sp.  TX077308  complete  genome	2035931	32.8659468322
CP009590.1	Bacillus  cereus  G9241  complete  genome	5267792	35.4013598107
CP009591.1	Bacillus  cereus  G9241  plasmid  pBC210  complete  sequence	209255	31.7244510286
CP009592.1	Bacillus  cereus  G9241  plasmid  pBCX01  complete  sequence	190860	32.6333438122
CP009589.1	Bacillus  cereus  G9241  plasmid  pBFH_1  complete  sequence	52166	36.4796994211
CP010397.1	Acinetobacter  baumannii  strain  6200  complete  genome	3902527	39.0685317488
CP010398.1	Acinetobacter  baumannii  strain  6200  plasmid  p6200-114.848kb  complete  sequence	114848	41.6933686264
CP010399.1	Acinetobacter  baumannii  strain  6200  plasmid  p6200-47.274kb  complete  sequence	47274	40.8258239201
CP010400.1	Acinetobacter  baumannii  strain  6200  plasmid  p6200-9.327kb  complete  sequence	9327	34.2446660234
CP006741.1	Bifidobacterium  longum  subsp.  longum  GT15  complete  genome	2337521	59.9673756942
CP001280.1	Methylocella  silvestris  BL2  complete  genome	4305430	63.0833621729
AE005674.2	Shigella  flexneri  2a  str.  301  complete  genome	4607202	50.8894769537
AF386526.1	Shigella  flexneri  2a  str.  301  virulence  plasmid  pCP301  complete  sequence	221618	45.7670405833
CP012366.1	Enterococcus  durans  strain  KLDS6.0933  complete  genome	2867028	37.9934901229
CP012367.1	Enterococcus  durans  strain  KLDS6.0933  plasmid  unnamed  1  complete  sequence	163286	35.5168232427
CP012368.1	Enterococcus  durans  strain  KLDS6.0933  plasmid  unnamed  2  complete  sequence	41490	35.3410460352
CP014209.1	Isoptericola  dokdonensis  DS-3  complete  genome	3826972	73.8113840394
CP000656.1	Mycobacterium  gilvum  PYR-GCK  complete  genome	5619607	67.9166176567
CP000657.1	Mycobacterium  gilvum  PYR-GCK  plasmid  pMFLV01  complete  sequence	321253	65.1405589987
CP000658.1	Mycobacterium  gilvum  PYR-GCK  plasmid  pMFLV02  complete  sequence	25309	64.1906041329
CP000659.1	Mycobacterium  gilvum  PYR-GCK  plasmid  pMFLV03  complete  sequence	16660	65.156062425
CP021122.1	Mycobacterium  abscessus  subsp.  massiliense  strain  FLAC047  complete  genome	4936470	64.2457869692
CP013233.1	Collimonas  arenae  strain  Ter10  complete  genome	4723987	56.7793899518
CP010962.1	Bordetella  pertussis  strain  H627  complete  genome	4107408	67.705813496
CP010577.1	Bacillus  thuringiensis  serovar  morrisoni  strain  BGSC  4AA1  complete  genome	5652292	35.3312072342
CP010578.1	Bacillus  thuringiensis  serovar  morrisoni  strain  BGSC  4AA1  plasmid  pBMB232  complete  sequence	232994	33.7055889851
CP010583.1	Bacillus  thuringiensis  serovar  morrisoni  strain  BGSC  4AA1  plasmid  pBMB48  complete  sequence	4845	41.5892672859
CP010582.1	Bacillus  thuringiensis  serovar  morrisoni  strain  BGSC  4AA1  plasmid  pBMB51  complete  sequence	51723	29.2655105079
CP010581.1	Bacillus  thuringiensis  serovar  morrisoni  strain  BGSC  4AA1  plasmid  pBMB68  complete  sequence	68444	32.2336508679
CP010580.1	Bacillus  thuringiensis  serovar  morrisoni  strain  BGSC  4AA1  plasmid  pBMB76  complete  sequence	76979	30.3108640019
CP010579.1	Bacillus  thuringiensis  serovar  morrisoni  strain  BGSC  4AA1  plasmid  pBMB92  complete  sequence	92619	34.4616115484
CP014704.1	Clostridium  butyricum  strain  TOA  chromosome  1  complete  sequence	3794139	28.7490785129
CP014705.1	Clostridium  butyricum  strain  TOA  chromosome  2  complete  sequence	795002	28.3245828312
CP014706.1	Clostridium  butyricum  strain  TOA  plasmid  complete  sequence	8061	27.4283587644
CP016923.1	Klebsiella  pneumoniae  isolate  11  complete  genome	5341571	57.5015290445
CP016919.1	Klebsiella  pneumoniae  isolate  11  plasmid  pIncR_DHQP1300920  complete  sequence	70830	52.9182549767
CP016922.1	Klebsiella  pneumoniae  isolate  11  plasmid  pIncFIB_DHQP1300920  complete  sequence	103694	50.9952359828
CP016920.1	Klebsiella  pneumoniae  isolate  11  plasmid  pColKP3_DHQP1300920  complete  sequence	6139	52.1746212738
CP016921.1	Klebsiella  pneumoniae  isolate  11  plasmid  pIncHI1B_DHQP1300920  complete  sequence	283369	46.4101577801
CP002224.1	Ketogulonicigenium  vulgare  Y25  complete  genome	2776084	61.7237446706
CP002225.1	Ketogulonicigenium  vulgare  Y25  plasmid  pYP1  complete  sequence	268675	61.3525635061
CP002226.1	Ketogulonicigenium  vulgare  Y25  plasmid  pYP12  complete  sequence	243645	62.633749923
BX571856.1	Staphylococcus  aureus  subsp.  aureus  strain  MRSA252  complete  genome	2902619	32.8071648398
CP010052.1	Bacillus  subtilis  subsp.  subtilis  str.  168  complete  genome	4215619	43.5145111548
CP003603.1	Staphylococcus  aureus  subsp.  aureus  SA957  complete  genome	2789538	32.8526802646
CP010116.1	Escherichia  coli  strain  C1  complete  genome	4843023	50.5442984681
AM260522.1	Helicobacter  acinonychis  str.  Sheeba  complete  genome  strain  Sheeba	1553927	38.1775334363
AM260523.1	Helicobacter  acinonychis  str.  Sheeba  plasmid  pHac1  complete  genome  strain  Sheeba	3661	34.5534007102
CP012691.1	Bacillus  cereus  strain  FORC_024  complete  genome	5430118	35.3165621815
CP002651.1	Streptococcus  suis  ST1  complete  genome	2034321	41.4160302135
CP013424.1	Burkholderia  sp.  MSMB0852  chromosome  1  complete  sequence	4077888	67.3071207449
CP013425.1	Burkholderia  sp.  MSMB0852  chromosome  2  complete  sequence	2934072	67.5212469224
CP013423.1	Burkholderia  sp.  MSMB0852  plasmid  pMSMB0852  complete  sequence	69213	59.7590048112
CP016824.1	Streptomyces  sampsonii  strain  KJ40  complete  genome	7070328	73.388405743
CP015408.2	Lactobacillus  reuteri  strain  I49  complete  genome	2044771	38.7572495893
CP007511.1	Pseudomonas  balearica  DSM  6083  complete  genome	4383480	64.6553879566
CP019645.1	Helicobacter  bilis  strain  AAQJH  complete  genome	2620399	34.7758108593
CP017141.1	Pedobacter  steynii  strain  DX4  complete  genome	6581659	41.3120612903
CP008865.2	Pseudomonas  aeruginosa  strain  S86968  complete  genome	6934277	66.0343392685
CP012945.1	Devosia  sp.  A16  complete  genome	5032994	65.7792955843
CP002161.1	Candidatus  Zinderia  insecticola  CARI  complete  genome	208564	13.538769874
CP003917.1	Alteromonas  macleodii  AltDE1  complete  genome	4643844	44.8951342896
CP003918.1	Alteromonas  macleodii  AltDE1  plasmid  pAMDE1  complete  sequence	303282	41.4317367994
CP003087.1	Burkholderia  sp.  YI23  chromosome  1  complete  sequence	3131280	63.5799736849
CP003088.1	Burkholderia  sp.  YI23  chromosome  2  complete  sequence	1773019	63.7168016812
CP003089.1	Burkholderia  sp.  YI23  chromosome  3  complete  sequence	1569570	63.7210828443
CP003090.1	Burkholderia  sp.  YI23  plasmid  byi_1p  complete  sequence	1951047	63.0158576395
CP003091.1	Burkholderia  sp.  YI23  plasmid  byi_2p  complete  sequence	356263	58.7332953464
CP003092.1	Burkholderia  sp.  YI23  plasmid  byi_3p  complete  sequence	115232	59.4374826437
CP004409.1	Streptococcus  oligofermentans  AS  1.3089  complete  genome	2142100	42.0669903366
CP020880.1	Bacillus  horikoshii  strain  20a  complete  genome	4277585	40.5846990767
CP020881.1	Bacillus  horikoshii  strain  20a  plasmid  unnamed1  complete  sequence	18297	32.098158168
CP006630.1	Staphylococcus  aureus  subsp.  aureus  SA268  complete  genome	2833899	32.92195664
CP016087.1	Clostridium  saccharoperbutylacetonicum  strain  N1-504  complete  genome	6216458	29.5456029784
CP016088.1	Clostridium  saccharoperbutylacetonicum  strain  N1-504  plasmid  complete  sequence	2936	33.378746594
CP012090.1	Mycobacterium  tuberculosis  W-148  complete  genome	4418548	65.6096753956
CP003315.1	Wigglesworthia  glossinidia  endosymbiont  of  Glossina  morsitans  morsitans  (Yale  colony)  complete  genome	719535	25.223651386
CP007245.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  str.  EC20120008  complete  genome	4711924	52.1573565278
CP000075.1	Pseudomonas  syringae  pv.  syringae  B728a  complete  genome	6093698	59.2328008378
CP010262.1	Bordetella  pertussis  strain  I539  complete  genome	4106666	67.7080142383
CP002176.1	Streptococcus  pneumoniae  670-6B  complete  genome	2240045	39.5935795933
CP003607.1	Oscillatoria  acuminata  PCC  6304  complete  genome	7689443	47.6010941235
CP003608.1	Oscillatoria  acuminata  PCC  6304  plasmid  pOSCIL6304.01  complete  sequence	64128	47.6157060878
CP003609.1	Oscillatoria  acuminata  PCC  6304  plasmid  pOSCIL6304.02  complete  sequence	50699	49.2968303122
CP016517.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  strain  CE-R2-11-0435  complete  genome	4751335	52.1917103298
CP016518.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  strain  CE-R2-11-0435  plasmid  pCE-R2-11-0435_37  complete  sequence	37698	41.1772507825
CP016519.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  strain  CE-R2-11-0435  plasmid  pCE-R2-11-0435_6  complete  sequence	6647	48.5331728599
CP016520.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  strain  CE-R2-11-0435  plasmid  pCE-R2-11-0435_92  complete  sequence	92323	50.0222046511
AP010969.1	Streptococcus  intermedius  JTH08  DNA  complete  genome	1933610	37.712103268
CP003773.1	Mycoplasma  genitalium  M2288  complete  genome	579558	31.6748280586
FR687253.1	Listeria  ivanovii  subsp.  ivanovii  PAM  55  complete  genome	2928879	37.1320221832
CP010264.1	Bordetella  pertussis  strain  I656  complete  genome	4101762	67.7108276882
CP003230.1	Cycloclasticus  sp.  P1  complete  genome	2363215	41.9988871093
CP010892.1	Pseudomonas  sp.  MRSN12121  complete  genome	6929263	63.8419266234
CP010893.1	Pseudomonas  sp.  MRSN12121  plasmid  pMRVIM0812  complete  sequence	36379	54.6716512274
CP010894.1	Pseudomonas  sp.  MRSN12121  plasmid  complete  sequence	21121	62.7811183183
CP000377.1	Silicibacter  sp.  TM1040  complete  genome	3200938	60.4129164639
CP000376.1	Silicibacter  sp.  TM1040  mega  plasmid  complete  sequence	821788	59.3625119861
CP000375.1	Silicibacter  sp.  TM1040  plasmid  complete  sequence	130973	55.6962121964
CP017811.1	Haemophilus  influenzae  strain  NML-Hia-1  complete  genome	1829217	38.0235915148
CP001785.1	Ammonifex  degensii  KC4  complete  genome	2129237	59.4484315273
CP001786.1	Ammonifex  degensii  KC4  plasmid  pADEG01  complete  sequence	27830	60.7438016529
AE008922.1	Xanthomonas  campestris  pv.  campestris  str.  ATCC  33913  complete  genome	5076188	65.0683544423
CP013870.1	Bordetella  pertussis  strain  F501  complete  genome	4101167	67.7112880309
CP004061.1	Pseudomonas  aeruginosa  B136-33  complete  genome	6421010	66.4234131391
CP002609.1	Lactobacillus  amylovorus  GRL1118  complete  genome	1894401	38.1476783427
CP002610.1	Lactobacillus  amylovorus  GRL  1118  plasmid1  complete  sequence	4541	34.2215371064
CP002611.1	Lactobacillus  amylovorus  GRL  1118  plasmid2  complete  sequence	78145	35.4737987075
CP015964.1	Mycobacterium  yongonense  strain  Asan  36912  complete  genome	5445538	68.0228473293
CP014546.1	Pseudomonas  azotoformans  strain  S4  complete  genome	6859618	60.3138833678
CP003418.1	Ignavibacterium  album  JCM  16511  complete  genome	3658997	33.9331242961
HE614873.1	Clavibacter  michiganensis  subsp.  nebraskensis  NCPPB  2581  complete  genome	3063596	73.0040775611
CP011191.1	Bordetella  pertussis  strain  H754  complete  genome	4101757	67.710788328
CP016210.1	Azoarcus  olearius  strain  DQS4  complete  genome	4451751	67.8333311993
CP002008.1	Caulobacter  segnis  ATCC  21756  complete  genome	4655622	67.6668982147
AE016823.1	Leptospira  interrogans  serovar  Copenhageni  str.  Fiocruz  L1-130  chromosome  I  complete  sequence	4277185	35.0495243951
AE016824.1	Leptospira  interrogans  serovar  Copenhageni  str.  Fiocruz  L1-130  chromosome  II  complete  sequence	350181	34.9810526556
AP014563.1	Dehalococcoides  mccartyi  IBARAKI  DNA  complete  genome	1451056	46.9933620756
CP009925.1	Chlamydia  trachomatis  strain  L2b/CS784/08  complete  genome	1038864	41.3282200558
CP009926.1	Chlamydia  trachomatis  strain  L2b/CS784/08  plasmid  complete  sequence	7500	36.2266666667
CP016638.1	Burkholderia  pseudomallei  strain  M1  chromosome  1  complete  sequence	4061776	67.8135869629
CP016639.1	Burkholderia  pseudomallei  strain  M1  chromosome  2  complete  sequence	3256300	68.2227988822
CP004886.1	Mycobacterium  tuberculosis  str.  Haarlem/NITR202  complete  genome	4404786	65.3586576056
CP017831.1	Butyrivibrio  hungatei  strain  MB2003  chromosome  I  complete  sequence	3143784	39.906526657
CP017830.1	Butyrivibrio  hungatei  strain  MB2003  chromosome  II  complete  sequence	91776	37.7102946304
CP017832.1	Butyrivibrio  hungatei  strain  MB2003  plasmid  pNP144  complete  sequence	144470	36.862324358
CP017833.1	Butyrivibrio  hungatei  strain  MB2003  plasmid  pNP6  complete  sequence	6284	35.7097390197
CP002160.1	Clostridium  cellulovorans  743B  complete  genome	5262222	31.2094016558
CP007666.1	Bacillus  anthracis  str.  Vollum  complete  genome	5229469	35.3804946544
CP007664.1	Bacillus  anthracis  str.  Vollum  plasmid  complete  sequence	94889	33.0523032174
CP007665.1	Bacillus  anthracis  str.  Vollum  plasmid  complete  sequence	181831	32.5318565041
CP009927.1	Corynebacterium  pseudotuberculosis  strain  VD57  complete  genome	2337177	52.184965024
CP001191.1	Rhizobium  leguminosarum  bv.  trifolii  WSM2304  complete  genome	4537948	61.5309386533
CP001192.1	Rhizobium  leguminosarum  bv.  trifolii  WSM2304  plasmid  pRLG201  complete  sequence	1266105	60.3599227552
CP001193.1	Rhizobium  leguminosarum  bv.  trifolii  WSM2304  plasmid  pRLG202  complete  sequence	501946	61.9580592335
CP001195.1	Rhizobium  leguminosarum  bv.  trifolii  WSM2304  plasmid  pRLG203  complete  sequence	308747	57.9011294037
CP001194.1	Rhizobium  leguminosarum  bv.  trifolii  WSM2304  plasmid  pRLG204  complete  sequence	257956	61.3868256602
CP007519.1	Trueperella  pyogenes  strain  TP6375  complete  genome	2338390	59.5013663247
CP008911.1	Burkholderia  pseudomallei  HBPUB10134a  chromosome  1  complete  sequence	4017692	67.8782992823
CP008912.1	Burkholderia  pseudomallei  HBPUB10134a  chromosome  2  complete  sequence	3200711	68.4068008639
HG421741.1	Listeria  monocytogenes  EGD  complete  genome	2907193	38.0033592541
CP014239.1	Selenomonas  sp.  oral  taxon  136  strain  F0591  complete  genome	2442446	56.6721638882
CP014240.1	Selenomonas  sp.  oral  taxon  136  plasmid  unnamed1  complete  sequence	15626	47.4977601434
CP012150.1	Mycobacterium  goodii  strain  X7B  complete  genome	7105933	67.5718586145
CP006952.1	Bacillus  amyloliquefaciens  LFB112  complete  genome	3942754	46.6502855618
CP015238.2	Streptococcus  pyogenes  strain  NS53  complete  genome	1765123	38.4163029998
CP004086.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  str.  41578  complete  genome	4793479	52.1784908206
CP004087.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  str.  41578  plasmid  pSEEH1578_01  complete  sequence	117929	51.7709808444
CP004088.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  str.  41578  plasmid  pSEEH1578_02  complete  sequence	35297	41.502110661
CP004857.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  str.  41578  plasmid  pSEEH1578_03  complete  sequence	4773	53.3207626231
CP019706.1	Pantoea  alhagi  strain  LTYR-11Z  complete  genome	4239970	53.5661337226
CP019707.1	Pantoea  alhagi  strain  LTYR-11Z  plasmid  pPALTYR11Z  complete  sequence	76331	50.2076482687
CP003023.1	Mutant  Legionella  pneumophila  subsp.  pneumophila  str.  Hextuple_2q  complete  genome	2682626	38.5784302396
CP009461.1	Klebsiella  pneumoniae  strain  XH209  complete  genome	5118878	57.6314965897
CP013568.1	Rhizobium  phaseoli  strain  N771  complete  genome	4394302	61.7432074537
CP013572.1	Rhizobium  phaseoli  strain  N771  plasmid  pRphaN671d  complete  sequence	459642	57.9553217504
CP013569.1	Rhizobium  phaseoli  strain  N771  plasmid  pRphaN771a  complete  sequence	96338	56.6328966763
CP013570.1	Rhizobium  phaseoli  strain  N771  plasmid  pRphaN771b  complete  sequence	352133	61.7621750873
CP013571.1	Rhizobium  phaseoli  strain  N771  plasmid  pRphaN771c  complete  sequence	414617	62.3404250188
CP013573.1	Rhizobium  phaseoli  strain  N771  plasmid  pRphaN771e  complete  sequence	1189373	60.8877955023
CP012085.1	Bordetella  pertussis  strain  J010  complete  genome	4107382	67.7055603788
CP002545.1	Pedobacter  saltans  DSM  12145  complete  genome	4635236	36.5825817715
CP009353.1	Francisella  tularensis  subsp.  novicida  F6168  complete  genome	1923262	32.3848232846
CP009352.1	Francisella  tularensis  subsp.  novicida  F6168  plasmid  complete  sequence	3978	32.1769733534
CP017654.1	Acinetobacter  baumannii  strain  KAB07  complete  genome	3982361	39.0668751527
CP017655.1	Acinetobacter  baumannii  strain  KAB07  complete  genome	72073	33.3939200533
CP013614.1	Enterococcus  silesiacus  strain  LMG  23085  complete  genome	3928141	36.4084690443
CP007051.1	Desulfurella  acetivorans  A63  complete  genome	1816487	32.0753190086
CP007052.1	Desulfurella  acetivorans  A63  plasmid  complete  sequence	3505	33.1811697575
CP004399.1	Xanthomonas  axonopodis  Xac29-1  complete  genome	5153455	64.8224346579
CP004402.1	Xanthomonas  axonopodis  Xac29-1  plasmid  pXAC33  complete  sequence	31801	61.9005691645
CP004401.1	Xanthomonas  axonopodis  Xac29-1  plasmid  pXAC47  complete  sequence	47151	61.7802379589
CP004400.1	Xanthomonas  axonopodis  Xac29-1  plasmid  pXAC64  complete  sequence	64118	61.5521382451
CP002776.1	Thioalkalimicrobium  cyclicum  ALM1  complete  genome	1932455	46.9802401608
CP017689.1	Thalassotalea  sp.  LPB0090  complete  genome	3861670	38.7559268399
CP008831.1	Klebsiella  pneumoniae  subsp.  pneumoniae  KPR0928  complete  sequence	5309305	57.4388549914
CP008832.1	Klebsiella  pneumoniae  subsp.  pneumoniae  KPR0928  plasmid  pKPN-294  complete  sequence	13841	53.6810924066
CP008833.1	Klebsiella  pneumoniae  subsp.  pneumoniae  KPR0928  plasmid  pKpQIL-531  complete  sequence	113639	53.9286688549
CP001637.1	Escherichia  coli  DH1  complete  genome	4630707	50.8099087245
CP011566.1	Pseudomonas  sp.  DR  5-09  complete  genome	6427864	60.4533792252
AL590842.1	Yersinia  pestis  CO92  complete  genome	4653728	47.6361102325
CP013955.1	Staphylococcus  aureus  strain  NCCP14562  complete  genome	2910941	32.9326152608
CP013956.1	Staphylococcus  aureus  strain  NCCP14562  plasmid  pNCCP14562  complete  sequence	24657	28.6896216085
CP018778.1	Mycobacterium  tuberculosis  strain  DK9897  complete  genome	4411511	65.6133465382
CP013869.1	Bordetella  pertussis  strain  E368  complete  genome	4104277	67.708587895
CP008797.1	Klebsiella  pneumoniae  subsp.  pneumoniae  KPNIH24  complete  genome	5396164	57.3623225684
CP008798.1	Klebsiella  pneumoniae  subsp.  pneumoniae  KPNIH24  plasmid  pKPC-484  complete  sequence	85473	55.5789547576
CP008799.1	Klebsiella  pneumoniae  subsp.  pneumoniae  KPNIH24  plasmid  pKPN-819  complete  sequence	58050	48.5512489233
CP008800.1	Klebsiella  pneumoniae  subsp.  pneumoniae  KPNIH24  plasmid  pKPN-e44  complete  sequence	194877	52.4700195508
CP009415.1	Mollicutes  bacterium  HR1  complete  genome	1878735	31.3413014608
CP002389.1	Staphylococcus  aureus  subsp.  aureus  55/2053  plasmid  complete  sequence	20449	35.0237175412
CP002388.1	Staphylococcus  aureus  subsp.  aureus  55/2053  complete  genome	2756919	32.8087259727
CP002171.1	Thermoanaerobacterium  thermosaccharolyticum  DSM  571  complete  genome	2785752	34.112512528
CP012548.1	Campylobacter  pinnipediorum  subsp.  pinnipediorum  strain  RM17262  complete  genome	1635222	30.3018183464
CP014634.1	Corynebacterium  simulans  strain  PES1  complete  genome	2737971	59.0080026414
CP021448.1	Ralstonia  solanacearum  strain  SEPPX05  complete  genome	3930849	66.7787289718
CP021449.1	Ralstonia  solanacearum  strain  SEPPX05  plasmid  pSEPPX05  complete  sequence	2066085	66.9602654295
CP011330.1	Helicobacter  pylori  J99  complete  genome	1698366	39.0463539661
CP002295.1	Serratia  symbiotica  str.  'Cinara  cedri'  complete  genome	1762765	29.2262439974
CP013319.1	Vibrio  cholerae  strain  NCTC9420  chromosome  1  complete  sequence	3008486	47.6717525028
CP013320.1	Vibrio  cholerae  strain  NCTC9420  chromosome  2  complete  sequence	1068097	46.9117505245
CP019616.1	Listeria  monocytogenes  strain  10-092876-1063  LM3  complete  genome	2913947	37.9888172297
CP003687.1	Bacillus  thuringiensis  MC28  complete  genome	5414494	35.4114715059
CP003691.1	Bacillus  thuringiensis  MC28  plasmid  pMC183  complete  sequence	183210	32.8470061678
CP003692.1	Bacillus  thuringiensis  MC28  plasmid  pMC189  complete  sequence	189702	33.4118775764
CP003693.1	Bacillus  thuringiensis  MC28  plasmid  pMC319  complete  sequence	319710	32.4763066529
CP003694.1	Bacillus  thuringiensis  MC28  plasmid  pMC429  complete  sequence	429674	32.5667831891
CP003689.1	Bacillus  thuringiensis  MC28  plasmid  pMC54  complete  sequence	54484	34.7312972616
CP003688.1	Bacillus  thuringiensis  MC28  plasmid  pMC8  complete  sequence	7826	32.1109123435
CP003690.1	Bacillus  thuringiensis  MC28  plasmid  pMC95  complete  sequence	95433	34.0165351608
CP012012.1	Staphylococcus  aureus  subsp.  aureus  strain  HC1335  complete  genome	2976370	32.8936926525
FN665653.1	Clostridium  difficile  complete  genome  strain  M120	4047729	28.6734857991
HE978252.1	Campylobacter  jejuni  subsp.  jejuni  NCTC  11168-BN148  complete  genome	1641481	30.5488153686
CP014228.1	Actinomyces  radicidentis  strain  CCUG  36733  complete  genome	3051613	72.581352878
CP011804.1	Clostridium  carboxidivorans  P7  plasmid  complete  sequence	19902	27.5349211135
CP011803.1	Clostridium  carboxidivorans  P7  complete  genome	5732880	29.9392103097
CP011807.3	Pandoraea  faecigallinarum  strain  DSM  23572  complete  genome	5241671	63.6974926507
CP011808.2	Pandoraea  faecigallinarum  strain  DSM  23572  plasmid  pPF72-1  complete  sequence	386625	61.0687358552
CP011809.2	Pandoraea  faecigallinarum  strain  DSM  23572  plasmid  pPF72-2  complete  sequence	104368	59.6428023915
CP013463.1	Burkholderia  ubonensis  strain  MSMB1471WGS  chromosome  1  complete  sequence	3531036	67.5550178475
CP013464.1	Burkholderia  ubonensis  strain  MSMB1471WGS  chromosome  2  complete  sequence	3094056	67.3005918445
CP013465.1	Burkholderia  ubonensis  strain  MSMB1471WGS  chromosome  3  complete  sequence	824232	66.8882062332
CP013462.1	Burkholderia  ubonensis  strain  MSMB1471WGS  plasmid  pMSMB1471  complete  sequence	14087	58.784695109
CP020452.1	Neisseria  sicca  strain  FDAARGOS_260  complete  genome	2783913	50.9493292355
CP015886.1	Neisseria  meningitidis  strain  38277  complete  genome	2264278	51.3964274705
CP019674.1	Burkholderia  cenocepacia  strain  VC12308  chromosome  1  complete  sequence	3668000	66.6168211559
CP019672.1	Burkholderia  cenocepacia  strain  VC12308  chromosome  2  complete  sequence	2984720	67.6020531239
CP019673.1	Burkholderia  cenocepacia  strain  VC12308  chromosome  3  complete  sequence	964521	67.7964502587
CP019671.1	Burkholderia  cenocepacia  strain  VC12308  plasmid  unnamed  complete  sequence	17257	66.3035290027
CP017315.1	Candidatus  Tokpelaia  hoelldoblerii  isolate  Hsal  complete  genome	1868279	53.4853734373
CP012411.1	Candidatus  Carsonella  ruddii  strain  YCCR  complete  genome	174018	17.6338079969
CP012868.1	Escherichia  coli  str.  K-12  substr.  MG1655  complete  genome	4641665	50.7905891528
CP005991.1	Enterobacter  sp.  R4-368  complete  genome	5039027	54.0342411343
CP005992.1	Enterobacter  sp.  R4-368  plasmid  pENT01  complete  sequence	116007	52.8269845785
CP001925.1	Escherichia  coli  Xuzhou21  complete  genome	5386223	50.5123905936
CP001926.1	Escherichia  coli  Xuzhou21  plasmid  pO157  complete  sequence	92728	47.6005090156
CP001927.1	Escherichia  coli  Xuzhou21  plasmid  pO157_Sal  complete  sequence	37785	40.5451898902
CP009535.1	Burkholderia  pseudomallei  7894  chromosome  I  complete  sequence	4121652	67.7317007841
CP009536.1	Burkholderia  pseudomallei  7894  chromosome  II  complete  sequence	3260260	68.1988859784
CP017859.1	Campylobacter  jejuni  strain  YQ2210  complete  genome	1749868	30.1346158682
CP017857.1	Campylobacter  jejuni  strain  YQ2210  plasmid  pCJDM210L  complete  sequence	44808	27.977146938
CP017858.1	Campylobacter  jejuni  strain  YQ2210  plasmid  pCJDM210S  complete  sequence	5170	32.2437137331
CP012330.1	Bacillus  pumilus  strain  NJ-V  complete  genome	3792999	41.2970317155
CP016295.1	Acinetobacter  baumannii  strain  CMC-CR-MDR-Ab4  complete  genome	3970947	39.0340893495
CP016296.1	Acinetobacter  baumannii  strain  CMC-CR-MDR-Ab4  plasmid  pCMCVTAb1-Ab4  complete  sequence	110968	41.6165020546
CP016297.1	Acinetobacter  baumannii  strain  CMC-CR-MDR-Ab4  plasmid  pCMCVTAb2-Ab4  complete  sequence	74090	33.6644621406
CP014113.1	Staphylococcus  saprophyticus  strain  FDAARGOS_168  complete  genome	2583617	33.2960729086
CP014114.1	Staphylococcus  saprophyticus  strain  FDAARGOS_168  plasmid  unnamed1  complete  sequence	36907	29.9021865771
CP014115.1	Staphylococcus  saprophyticus  strain  FDAARGOS_168  plasmid  unnamed2  complete  sequence	29612	29.413751182
CP002605.1	Helicobacter  pylori  83  complete  genome	1617426	38.7225752523
CP010415.1	Azotobacter  chroococcum  NCIMB  8003  complete  genome	4591803	66.2705042006
CP010416.1	Azotobacter  chroococcum  NCIMB  8003  plasmid  pAcX50a  complete  sequence	10435	57.355055103
CP010417.1	Azotobacter  chroococcum  NCIMB  8003  plasmid  pAcX50b  complete  sequence	13852	55.3421888536
CP010418.1	Azotobacter  chroococcum  NCIMB  8003  plasmid  pAcX50c  complete  sequence	62783	56.763773633
CP010419.1	Azotobacter  chroococcum  NCIMB  8003  plasmid  pAcX50d  complete  sequence	69317	59.2322229756
CP010420.1	Azotobacter  chroococcum  NCIMB  8003  plasmid  pAcX50e  complete  sequence	132372	61.8794004774
CP010421.1	Azotobacter  chroococcum  NCIMB  8003  plasmid  pAcX50f  complete  sequence	311724	62.6714657838
CP001674.1	Methylovorus  glucosetrophus  SIP3-4  complete  genome	2995511	54.8604228127
CP001675.1	Methylovorus  glucosetrophus  SIP3-4  plasmid  pMsip01  complete  sequence	76680	45.7120500782
CP001676.1	Methylovorus  glucosetrophus  SIP3-4  plasmid  pMsip02  complete  sequence	9816	47.402200489
CP013287.1	Listeria  monocytogenes  strain  WSLC  1020  complete  genome	2842039	38.2623180048
CP002552.1	Nitrosomonas  sp.  AL212  complete  genome	3180526	44.8351310444
