ID	Description	Length	GC
CP010183.1	Escherichia  coli  strain  M3  complete  genome	4940434	50.8054757942
CP004870.1	Bacillus  thuringiensis  serovar  kurstaki  str.  HD-1  complete  genome	5631672	35.3051811256
CP012650.1	Lactobacillus  plantarum  strain  HFC8  complete  genome	3067675	44.7779507282
CP011345.1	Listeria  monocytogenes  strain  FW040025  complete  genome	3018390	38.0364035131
CP014162.1	Aerococcus  urinaeequi  strain  CCUG28094  complete  genome	2013339	39.3804520749
CP009246.1	Corynebacterium  flavescens  strain  OJ8  complete  genome	2758653	59.9164519786
CP014027.1	Streptococcus  pyogenes  strain  FDAARGOS_149  complete  genome	1839641	38.5413240953
CP002811.1	Shewanella  baltica  OS117  complete  genome	5242964	46.2429267109
CP006046.2	Listeria  monocytogenes  J1-220  complete  genome	3032271	37.9370775237
CP016483.1	Synechococcus  sp.  PCC  8807  complete  genome	3059495	49.5990024498
CP003810.1	Streptococcus  agalactiae  GD201008-001  complete  genome	2063112	35.6484766702
AP014722.1	Dehalococcoides  sp.  UCH007  DNA  complete  genome	1473548	46.9132325516
CP001050.1	Neisseria  gonorrhoeae  NCCP11945  complete  genome	2232025	52.3664833503
CP004357.1	Mycoplasma  putrefaciens  Mput9231  complete  genome	859996	26.9617533105
CP017856.1	Campylobacter  jejuni  strain  ZP3204  complete  genome	1763161	30.2276422856
CP001698.1	Spirochaeta  thermophila  DSM  6192  complete  genome	2472645	61.8774632024
CP009300.1	Bacillus  cereus  D17  complete  genome	5379685	35.4471869635
CP001649.1	Desulfovibrio  salexigens  DSM  2638  complete  genome	4289847	47.0927517928
CP002689.1	Porphyromonas  asaccharolytica  DSM  20707  complete  genome	2186370	52.4682464542
CP002582.1	Clostridium  lentocellum  DSM  5427  complete  genome	4714237	34.3246425668
CP009611.1	Bacillus  subtilis  strain  Bs-916  complete  genome	3981674	46.524150395
CP000325.1	Mycobacterium  ulcerans  Agy99  complete  genome	5631606	65.4726910938
CP015402.2	Parabacteroides  sp.  YL27  complete  genome	3306457	50.1215046801
CP015100.1	Corynebacterium  pseudotuberculosis  strain  T1  complete  genome	2337201	52.1842580078
CP016450.1	Sinorhizobium  sp.  RAC02  complete  genome	4147868	62.779746125
AP012336.1	Streptococcus  mutans  LJ23  DNA  complete  genome	2015626	37.0526575863
CP009471.1	Marinitoga  sp.  1137  complete  genome	2290181	29.1767768574
CP013859.1	Microbacterium  sp.  XT11  complete  genome	3475315	69.3916091059
CP015010.1	Rickettsia  bellii  isolate  An04  complete  genome	1543886	31.6193682694
CP009644.1	Escherichia  coli  ER2796  complete  genome	4558663	50.8046109133
CP006766.1	Lactococcus  lactis  subsp.  lactis  KLDS  4.0325  complete  genome	2589250	35.3635994979
CP001891.1	Klebsiella  variicola  At-22  complete  genome	5458505	57.5780914371
CP010256.1	Bordetella  pertussis  strain  I483  complete  genome	4107437	67.7058710821
CP002790.1	Corynebacterium  ulcerans  809  complete  genome	2502095	53.3027323103
CP016072.1	Staphylococcus  pseudintermedius  strain  NA45  complete  genome	2841212	37.3083036394
CP019236.1	Rhodoferax  sp.  DCY110  complete  genome	5800473	66.1735517086
CP000875.1	Herpetosiphon  aurantiacus  DSM  785  complete  genome	6346587	50.7156681221
CP018057.1	Exiguobacterium  sp.  ZWU0009  complete  genome	3250203	47.0557685166
CP013121.1	Fusobacterium  nucleatum  subsp.  polymorphum  strain  ChDC  F306  complete  genome	2600840	26.8505944233
AP008955.1	Brevibacillus  brevis  NBRC  100599  DNA  complete  genome	6296436	47.273552848
CP000057.2	Haemophilus  influenzae  86-028NP  complete  genome	1914490	38.1566892488
CP011828.1	Enterococcus  faecium  strain  UW8175  complete  genome	2598959	38.3026050045
CP015773.2	Mycobacterium  bovis  strain  SP38  complete  genome	4347648	65.6270930857
CP004069.1	Bacillus  thuringiensis  serovar  kurstaki  str.  HD73  complete  genome	5646799	35.2786773533
CP016174.1	Amycolatopsis  orientalis  strain  B-37  complete  genome	9490992	68.8299178842
CP002433.1	Pantoea  sp.  At-9b  complete  genome	4368708	54.8205785326
CP011522.1	Streptomyces  sp.  CFMR  7  strain  CFMR-7  complete  genome	8207742	72.0567727397
CP000725.1	Streptococcus  gordonii  str.  Challis  substr.  CH1  complete  genome	2196662	40.5067780114
CP003629.1	Desulfosporosinus  meridiei  DSM  13257  complete  genome	4873567	41.7840772477
AP012496.1	Bacillus  subtilis  BEST7003  DNA  complete  genome	4043042	43.8867318222
CP015018.1	Polynucleobacter  asymbioticus  strain  Tro8F10W22  complete  genome	2221607	44.8134616068
CP017259.1	Formosa  sp.  Hel3_A1_48  complete  genome	2016454	36.3656696359
CP009610.1	Haemophilus  influenzae  strain  Hi375  complete  genome	1850897	38.1610646081
CP006593.1	Listeria  monocytogenes  strain  J2-031  complete  genome	2958908	37.9700889653
CP014327.1	Halocynthiibacter  arcticus  strain  PAMC  20958  complete  genome	4329554	53.2107926128
CP001172.1	Acinetobacter  baumannii  AB307-0294  complete  genome	3760981	39.0436963122
CP011882.1	Bacillus  subtilis  strain  TO-A  JPC  complete  genome	4090708	43.7961350456
AP012278.1	Synechocystis  sp.  PCC  6803  substr.  PCC-P  DNA  complete  genome	3570114	47.7351983718
CP018914.1	Rickettsia  rickettsii  strain  Iowa  isolate  Small  Clone  complete  genome	1268242	32.4475139603
CP007800.1	Bacillus  subtilis  subsp.  subtilis  str.  JH642  substr.  AG174  complete  genome	4188369	43.4964302333
CU928145.2	Escherichia  coli  55989  chromosome  complete  genome	5154862	50.6562930298
AP013063.1	Serratia  marcescens  SM39  DNA  complete  genome	5225577	59.8172029615
CP003610.1	Calothrix  sp.  PCC  6303  complete  genome	6767834	39.7957751328
CP010498.1	Campylobacter  jejuni  strain  CJ677CC537  complete  genome	1633145	30.3851158348
CP017968.2	Paenibacillus  polymyxa  strain  YC0573  complete  genome	6126117	45.6172319268
CP018215.1	Lactobacillus  delbrueckii  subsp.  lactis  strain  KCCM  34717  complete  genome	2263382	49.0833628614
CP011786.1	Bifidobacterium  actinocoloniiforme  DSM  22766  complete  genome	1830060	62.7078347158
CP002505.1	Rahnella  sp.  Y9602  complete  genome	4864217	52.3475206801
CP001738.1	Thermomonospora  curvata  DSM  43183  complete  genome	5639016	71.6420205227
CP012026.1	Neisseria  gonorrhoeae  strain  FA19  complete  genome	2232367	52.3849349144
CP002543.1	Desulfurobacterium  thermolithotrophum  DSM  11699  complete  genome	1541968	34.9485851846
CP003017.1	Bacillus  megaterium  WSH-002  complete  genome	4983975	38.2390160464
CP013021.1	Agarivorans  gilvus  strain  WH0801  complete  genome	4416600	45.9598786397
CP000249.1	Frankia  sp.  CcI3  complete  genome	5433628	70.0788129036
CP013101.1	Clostridium  perfringens  strain  FORC_025  complete  genome	3343822	28.4883884369
AP014719.1	Arthrobacter  sp.  Hiyo8  DNA  complete  genome  strain:  Hiyo8	4698617	63.7984964512
FO082843.1	Nocardia  cyriacigeorgica  GUH-2  chromosome  complete  genome	6194645	68.3660807036
CP015756.1	Clostridium  estertheticum  subsp.  estertheticum  strain  DSM  8809  complete  genome	4760574	30.9157677204
CP003870.1	Dehalobacter  sp.  CF  complete  genome	3092048	44.3081414001
CP013768.1	Piscirickettsia  salmonis  strain  PM23019A  complete  genome	3054745	39.7257381549
CP007159.1	Bordetella  holmesii  F627  complete  genome	3701221	62.6855029732
CP000681.1	Shewanella  putrefaciens  CN-32  complete  genome	4659220	44.4516249501
CP014983.1	Salmonella  enterica  subsp.  enterica  serovar  Typhimurium  str.  CDC  2009K-2059  complete  genome	4823793	52.1771145652
CP018192.1	Granulibacter  bethesdensis  strain  NIH6.1  complete  genome	2690741	58.5497823834
CP007399.1	Pseudomonas  aeruginosa  strain  F22031  complete  genome	6603099	66.2233445235
CP007447.1	Staphylococcus  aureus  strain  XN108  complete  genome	3052055	32.7646126954
CP015941.1	Legionella  pneumophila  strain  C9_S  complete  genome	3397139	38.3066751169
CP009084.2	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  strain  OLF-SE2-98984-6  complete  genome	4679126	52.172371507
CP019414.1	Salmonella  enterica  subsp.  enterica  serovar  Manchester  str.  ST278  complete  genome	4532753	52.2822223051
CP006010.1	Rickettsia  rickettsii  str.  Morgan  complete  genome	1269809	32.4532272176
AE009952.1	Yersinia  pestis  KIM10+  complete  genome	4600755	47.6411588967
CP007754.1	Prochlorococcus  sp.  MIT  0801  complete  genome	1929203	34.9093900435
CP006837.1	Lysinibacillus  varians  strain  GY32  complete  genome	4662822	37.1831264415
CP020776.1	Campylobacter  jejuni  strain  YH002  complete  genome	1774584	30.4292160867
CP003221.1	Desulfovibrio  africanus  str.  Walvis  Bay  complete  genome	4200534	61.4208336369
CP015378.1	Fictibacillus  phosphorivorans  strain  G25-29  complete  genome	4230665	39.3495821579
AP011533.1	Rickettsia  japonica  YH  DNA  complete  genome	1283087	32.3500277066
CP011061.1	Escherichia  coli  str.  Sanji  complete  genome	4891769	50.7291125153
CP003990.1	Streptomyces  sp.  PAMC26508  complete  genome	7526197	71.0683363723
CP003190.1	Pseudomonas  protegens  CHA0  complete  genome	6867980	63.3905893727
CP003510.1	Mycoplasma  gallisepticum  WI01_2001.043-13-2P  complete  genome	939844	31.5617272654
CP007722.1	Corynebacterium  glutamicum  strain  ATCC  21831  complete  genome	3176076	54.1578035286
CP006058.1	Bacillus  amyloliquefaciens  UMAF6639  complete  genome	4034636	46.3417517714
AM286415.1	Yersinia  enterocolitica  subsp.  enterocolitica  8081  complete  genome	4615899	47.2710516413
CP011693.1	Bordetella  pertussis  strain  E530  complete  genome	4106392	67.7066144684
CP017810.1	Thalassolituus  oleivorans  strain  K188  complete  genome	3909699	46.6195735273
CP010071.1	Mycobacterium  sp.  QIA-37  complete  genome	4855372	64.1427886473
CP010521.1	Clostridium  botulinum  strain  NCTC  8550  complete  genome	3611898	27.3537347954
CP013980.1	Staphylococcus  equorum  strain  KM1031  complete  genome	2693398	33.1354296691
CP011428.1	Salmonella  enterica  subsp.  enterica  strain  YU39  complete  genome	4886081	52.1519393559
CP013865.1	Bordetella  pertussis  strain  J305  complete  genome	4111657	67.7017805717
CP016916.1	Parageobacillus  thermoglucosidans  strain  TM242  complete  genome	3872522	43.8937984084
CP003084.1	Propionibacterium  acnes  ATCC  11828  complete  genome	2488626	60.0399979748
CP011533.1	Streptomyces  noursei  ATCC  11455  complete  genome	9815884	71.453024506
CP008868.1	Pseudomonas  aeruginosa  strain  T63266  complete  genome	6456866	66.3263261155
CP000482.1	Pelobacter  propionicus  DSM  2379  complete  genome	4008000	59.0241766467
CP010777.1	Rufibacter  sp.  DG31D  complete  genome	4820793	51.3454321727
CP016477.1	Synechococcus  sp.  PCC  7117  complete  genome	3087720	49.4039291127
CP009159.1	Actinobacillus  suis  ATCC  33415  complete  genome	2501598	40.2151744605
CP014348.1	Escherichia  coli  str.  K-12  substr.  MG1655  strain  JW5437-1  complete  genome	4657541	50.7542714063
AP014635.1	Vibrio  tritonius  DNA  chromosome  1  complete  genome  strain:  JCM  16456	3434724	43.9578260146
AP014636.1	Vibrio  tritonius  DNA  chromosome  2  complete  genome  strain:  JCM  16456	1787202	43.7821242367
CP003677.1	Pseudomonas  stutzeri  CCUG  29243  complete  genome	4709064	62.6655318339
CP020830.1	Listeria  monocytogenes  strain  MOD1_LS152  complete  genome	2905907	38.0502886018
CP012130.1	Bordetella  pertussis  strain  H639  complete  genome	4088698	67.7216316783
CP015897.1	Lactococcus  lactis  subsp.  lactis  strain  275  complete  genome	2495882	35.4888171797
CP019573.1	Staphylococcaceae  bacterium  S31  complete  genome	1745789	34.0643686035
CP016020.1	Bacillus  sp.  Alg07  complete  genome	4344873	36.4778441165
CP012156.1	Hyphomonadaceae  bacterium  UKL13-1  complete  genome	3501508	56.1168787848
CP010483.1	Campylobacter  jejuni  strain  CJ677CC535  complete  genome	1633693	30.3975716368
CP001144.1	Salmonella  enterica  subsp.  enterica  serovar  Dublin  str.  CT_02021853  complete  genome	4842908	52.1796201786
CP009083.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  strain  OLF-SE1-1019-1  complete  genome	4678914	52.1727264062
CP006976.1	Pasteurella  multocida  subsp.  multocida  HB01  complete  genome	2416068	40.3124829268
CP013654.1	Bacillus  subtilis  subsp.  subtilis  strain  BSD-2  complete  genome	4030837	43.8771897747
CP001215.1	Bacillus  anthracis  str.  CDC  684  complete  genome	5230115	35.3808281462
CP016093.1	Rhizobiales  bacterium  NRL2  complete  genome	4700671	67.1167158901
CP008706.1	Acinetobacter  baumannii  strain  AB5075-UW  complete  genome	3972672	39.0738525607
CP006687.1	Campylobacter  jejuni  subsp.  jejuni  NCTC  11168-mcK12E5  complete  genome	1641471	30.548757791
CP011313.1	Klebsiella  pneumoniae  subsp.  pneumoniae  strain  234-12  complete  genome	5278254	57.4202567743
CP007267.2	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  str.  EC20120005  complete  genome	4679291	52.1726688936
CP011539.1	Enterobacter  aerogenes  strain  G7  complete  genome	5452368	54.9155706291
CP011269.1	Mycobacterium  fortuitum  strain  CT6  complete  genome	6254616	66.2199406007
CP018254.1	Acinetobacter  baumannii  strain  AF-401  complete  genome	4250048	39.0713704881
AE007317.1	Streptococcus  pneumoniae  R6  complete  genome	2038615	39.7159836458
FO818637.1	Xenorhabdus  bovienii  str.  CS03  chromosome  complete  genome	4635301	44.7743307285
CP017147.1	Bosea  vaviloviae  strain  Vaf18  complete  genome	6373793	65.546229694
CP010028.1	Deinococcus  swuensis  strain  DY59  complete  genome	3531443	67.411282017
CP006937.1	Pseudomonas  aeruginosa  LES431  complete  genome	6550070	66.3406803286
CP000407.1	Streptococcus  suis  05ZYH33  complete  genome	2096309	41.1096837346
CP003326.1	Clostridium  acidurici  9a  complete  genome	3105335	29.9346447324
CP009574.1	Francisella  sp.  FSC1006  complete  genome	2015987	32.4157844272
CP002003.1	Listeria  monocytogenes  FSL  R2-561  complete  genome	2973801	37.964241723
CP019400.1	Acidipropionibacterium  acidipropionici  strain  WSH1105  complete  genome	3645455	68.7746797039
CP014979.2	Salmonella  enterica  subsp.  enterica  serovar  Typhimurium  str.  CDC  H2662  complete  genome	4884395	52.1243470276
CP014274.1	Stenotrophomonas  sp.  KCTC  12332  complete  genome	4541594	63.8326983874
CP010963.1	Bordetella  pertussis  strain  C393  complete  genome	4133777	67.7236580493
CP006254.2	Geobacillus  genomosp.  3  strain  JF8  complete  genome	3446630	52.8708332487
CP010279.1	Salmonella  enterica  subsp.  enterica  serovar  Newport  str.  CVM  22425  complete  genome	4832938	52.1935518312
CP008867.1	Pseudomonas  aeruginosa  strain  T52373  complete  genome	6322459	66.5061647691
CP009920.1	Bacillus  megaterium  NBRC  15308  =  ATCC  14581  complete  genome	5343114	38.0753246141
CP007571.1	Streptococcus  agalactiae  strain  GBS2-NM  complete  genome	2214297	35.8857009697
CP016359.1	Gramella  flava  JLT2011  complete  genome	4007868	42.1446015687
CP000705.1	Lactobacillus  reuteri  DSM  20016  complete  genome	1999618	38.8726246713
CP019407.1	Salmonella  enterica  subsp.  enterica  serovar  Borreze  str.  SA20041063  complete  genome	4777558	52.0981430262
CP002568.1	Polymorphum  gilvum  SL003B-26A1  complete  genome	4649365	67.2181685026
CP018051.1	Francisella  noatunensis  subsp.  orientalis  strain  F1  complete  genome	1854333	32.2618429376
CP001936.1	Thermoanaerobacter  italicus  Ab9  complete  genome	2451061	34.1450090389
CP000109.2	Thiomicrospira  crunogena  XCL-2  complete  genome	2427734	43.1299722292
CP021124.1	Rhizobium  etli  Kim  5  complete  genome	4562431	61.4586609639
CP000084.1	Candidatus  Pelagibacter  ubique  HTCC1062  complete  genome	1308759	29.6830814535
CP015759.1	Bordetella  pertussis  strain  VA-194  complete  genome	4115166	67.6949362432
CP011474.1	Corynebacterium  pseudotuberculosis  strain  12C  complete  genome	2337451	52.1925379398
CP006764.1	Corynebacterium  doosanense  CAU  212  =  DSM  45436  complete  genome	2671798	66.8485416936
AE005672.3	Streptococcus  pneumoniae  TIGR4  complete  genome	2160842	39.6972569026
CP015371.1	Pandoraea  pnomenusa  strain  MCB032  complete  genome	5584076	64.7017340022
CP014313.1	Microbacterium  sp.  PAMC  28756  complete  genome	3539061	70.3954806091
CP007035.1	Niabella  soli  DSM  19437  complete  genome	4697343	45.2374672235
CP013874.1	Bordetella  pertussis  strain  G085  complete  genome	4106376	67.7065616982
CP003170.1	Actinoplanes  sp.  SE50/110  complete  genome	9239851	71.31723228
CP015770.1	Bordetella  pertussis  strain  VA-010  complete  genome	4121725	67.7083987893
CP019750.1	Lactobacillus  brevis  strain  TMW  1.2113  complete  genome	2537412	45.9328638786
AP013045.1	Tannerella  forsythia  KS16  DNA  complete  genome	3393002	47.1820234707
CP007627.1	Flavobacterium  psychrophilum  strain  CSF259-93  complete  genome	2900735	32.4943505698
CP014145.1	Microterricola  viridarii  strain  ERGS5:02  complete  genome	3689726	68.6984616202
CP016794.1	Mycobacterium  tuberculosis  strain  SCAID  320.0  complete  genome	4406628	65.5815058589
CP009217.2	Rickettsiales  bacterium  Ac37b  complete  genome	1851238	30.7721103391
CP007584.2	Salmonella  enterica  subsp.  enterica  serovar  Anatum  str.  USDA-ARS-USMARC-1735  complete  genome	4844415	52.131722819
CP017296.1	Pseudomonas  fluorescens  strain  Pt14  complete  genome	5841722	60.2621281875
CP014664.1	Salmonella  enterica  subsp.  enterica  serovar  Anatum  str.  USDA-ARS-USMARC-1728  complete  genome	4783492	52.1608899942
CP005995.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  str.  CFSAN002064  complete  genome	4783867	52.1555260629
CP015191.1	Corynebacterium  pseudotuberculosis  strain  48  complete  genome	2403301	52.0794523865
CP020431.1	Streptococcus  sp.  FDAARGOS_192  complete  genome	2208027	40.0775896309
CP013527.1	Rhizobium  phaseoli  strain  R723  complete  genome	4458723	61.7237267262
CP002933.1	Borrelia  afzelii  PKo  complete  genome	903609	28.3060483019
CP011731.1	Bordetella  pertussis  strain  I318  complete  genome	4107427	67.7057924584
CP002343.1	Intrasporangium  calvum  DSM  43043  complete  genome	4024382	70.703650896
FR877557.1	Salmonella  bongori  NCTC  12419  culture  collection  SGSC  SARC11  complete  genome	4460105	51.3296884266
CP016012.1	Salmonella  enterica  subsp.  enterica  serovar  Newport  strain  CFSAN003890  complete  genome	4898059	52.1765458521
CP013940.1	Cronobacter  malonaticus  LMG  23826  complete  genome	4294639	56.9221766952
HE601870.1	Chlamydia  trachomatis  E/Bour  complete  genome	1042589	41.3100464325
CP012623.1	Hymenobacter  sp.  DG25A  complete  genome	3777136	57.2942832877
CP000471.1	Magnetococcus  marinus  MC-1  complete  genome	4719581	54.1674780028
CP001016.1	Beijerinckia  indica  subsp.  indica  ATCC  9039  complete  genome	4170153	57.0598968431
AM494475.1	Orientia  tsutsugamushi  Boryong  complete  genome	2127051	30.5310497962
AP012976.1	Streptococcus  dysgalactiae  subsp.  equisimilis  167  DNA  complete  genome	2076397	39.5736460802
CP018820.1	Sphingomonas  koreensis  strain  ABOJV  complete  genome	4508286	66.1091377078
CP010171.1	Escherichia  coli  strain  H7  complete  genome	4807161	50.774875233
CP014873.1	Lactobacillus  backii  strain  TMW  1.1989  complete  genome	2672521	40.8209701626
CP016182.2	Escherichia  coli  strain  EC590  complete  genome	4617703	50.8016214988
CP020352.1	Bacillus  paralicheniformis  strain  MDJK30  complete  genome	4352468	45.943106302
CP010113.1	Mycobacterium  avium  subsp.  paratuberculosis  strain  E1  complete  genome	4781002	69.300640326
CP019730.1	Pseudomonas  syringae  pv.  actinidiae  strain  CRAFRU  12.29  complete  genome	6545549	58.4172389512
CP013828.1	Ruminiclostridium  thermocellum  AD2  complete  genome	3554854	39.1702725344
CP002103.1	Treponema  paraluiscuniculi  Cuniculi  A  complete  genome	1133390	52.7359514377
CP010371.1	Escherichia  coli  strain  6409  complete  genome	4761012	50.8194266261
CP010542.1	Mycoplasma  pneumoniae  54089  complete  genome	816565	40.0101645307
FQ312002.1	Haemophilus  parainfluenzae  T3T1  complete  genome	2086875	39.5718478586
CP003792.1	Chlamydia  psittaci  MN  complete  genome	1168490	39.0550197263
FR773153.2	Mycoplasma  haemofelis  str.  Langford  1  complete  genome  sequence	1147259	38.851384038
AP012344.1	Helicobacter  cinaedi  PAGU611  DNA  complete  genome	2078348	38.6325581664
CP013253.1	Escherichia  coli  strain  CQSW20  complete  genome	4579074	50.7695223969
CP020563.1	Streptomyces  albolongus  strain  YIM  101047  complete  genome	8027788	71.9844370579
CP012288.1	Pediococcus  damnosus  strain  TMW  2.1535  complete  genome	2247318	38.2913766543
CP000936.1	Streptococcus  pneumoniae  Hungary19A-6  complete  genome	2245615	39.6308806274
CP017025.1	Campylobacter  coli  strain  14983A  complete  genome	1797243	31.248250793
CP006875.1	Francisella  noatunensis  subsp.  orientalis  LADL--07-285A  complete  genome	1858987	32.2985045081
CP006693.1	Salmonella  enterica  subsp.  arizonae  serovar  62:z36:-  str.  RKS2983  complete  genome	4574846	51.473841961
CP002641.1	Streptococcus  suis  D9  complete  genome	2177656	40.9884297612
HG518322.1	Rhizobium  sp.  IRBG74  circular  chromosome  complete  genome	2844565	59.2992601681
HG518323.1	Rhizobium  sp.  IRBG74  linear  chromosome  complete  genome	2035452	59.2868316227
CP009755.1	Curtobacterium  sp.  MR_MD2014  complete  genome	3443800	71.9528718276
CP009220.1	Corynebacterium  deserti  GIMN1.010  complete  genome	2972149	55.2763337235
CP012126.1	Escherichia  coli  strain  DH1Ec104  complete  genome	4612363	50.8262684442
CP015528.1	Campylobacter  coli  strain  YH501  complete  genome	1668523	31.4865902358
CP002120.1	Staphylococcus  aureus  subsp.  aureus  str.  JKD6008  complete  genome	2924344	32.8871705928
CP014985.1	Lactobacillus  paracasei  strain  IIA  complete  genome	3055892	46.3322983927
CP016357.1	Salmonella  enterica  subsp.  enterica  serovar  Newport  str.  WA_14882  complete  genome	4712541	52.2430892378
CP007155.1	Kutzneria  albida  DSM  43870  complete  genome	9874926	70.5960125676
CP020046.1	Thiomonas  intermedia  strain  ATCC  15466  complete  genome	3301026	65.1007292884
CP000647.1	Klebsiella  pneumoniae  subsp.  pneumoniae  MGH  78578  complete  genome	5315120	57.4785705685
CP014407.1	Staphylococcus  aureus  strain  USA300-SUR12  complete  genome	2876325	32.757842038
CP013616.1	Staphylococcus  aureus  strain  RIVM1295  complete  genome	2777077	32.9530293903
CP003860.1	Streptococcus  anginosus  C1051  complete  genome	1911706	38.9745598957
CP002516.1	Escherichia  coli  KO11  complete  genome	4920168	50.8379185426
CP007588.1	Weissella  ceti  strain  WS08  complete  genome	1355853	40.7810433727
CP018965.1	Escherichia  coli  strain  Ecol_517  complete  genome	4794957	50.6059386977
AE017340.1	Idiomarina  loihiensis  L2TR  complete  genome	2839318	47.0402399449
CP010812.1	Vibrio  cholerae  strain  10432-62  complete  genome	4077462	47.6866001449
CP007531.1	Salmonella  enterica  subsp.  enterica  serovar  Anatum  str.  ATCC  BAA-1592  complete  genome	4706101	52.2235923113
CP000511.1	Mycobacterium  vanbaalenii  PYR-1  complete  genome	6491865	67.7931226235
AL450380.1	Mycobacterium  leprae  TN  complete  genome	3268203	57.7967464077
CP013688.1	Streptococcus  gallolyticus  strain  ICDDRB-NRC-S1  complete  genome	2052496	37.6526921368
CP002631.1	Treponema  succinifaciens  DSM  2489  complete  genome	2731853	39.163234625
CP002034.1	Lactobacillus  salivarius  CECT  5713  complete  genome	1828169	32.9019910085
CP012361.1	Pseudomonadaceae  bacterium  D2441  complete  genome	2400551	47.3367989266
CP006953.1	Mannheimia  varigena  USDA-ARS-USMARC-1388  complete  genome	2228291	40.4243880175
CP015992.1	Pseudomonas  sp.  TCU-HL1  complete  genome	6244007	63.2274115003
CP015025.1	Klebsiella  pneumoniae  strain  Kpn223  complete  genome	5365209	57.3775597558
CP009089.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  strain  OLF-SE7-100819  complete  genome	4710936	52.1560046666
CP019708.1	Yersinia  pestis  strain  195/P  complete  genome	4655691	47.6421222972
CP017747.1	Bacillus  velezensis  strain  SYBC  H47  complete  genome	3884433	46.3829598811
CP002999.1	Muricauda  ruestringensis  DSM  13258  complete  genome	3842422	41.3579768177
CP007495.1	Bordetella  holmesii  44057  complete  genome	3697138	62.6857585516
CP010464.1	Campylobacter  jejuni  strain  CJ677CC094  complete  genome	1641119	30.29853411
CP006845.1	Bacillus  amyloliquefaciens  CC178  complete  genome	3916828	46.46423075
AP014622.1	Pseudomonas  aeruginosa  DNA  complete  genome  strain:  NCGM  1900	6814936	65.9811038578
CP015929.1	Legionella  pneumophila  strain  Philadelphia_2  complete  genome	3447085	38.3469801296
CP007039.1	Pseudomonas  cichorii  JBC1  complete  genome	5986012	58.1033750016
FP565809.1	Clostridium  sticklandii  str.  DSM  519  chromosome  complete  genome	2715461	33.2997233251
AP017302.1	Pseudomonas  aeruginosa  DNA  complete  genome  strain:  IOMTU  133	6897018	65.9792101456
CP001706.1	Jonesia  denitrificans  DSM  20603  complete  genome	2749646	58.4166834567
CP013801.1	Piscirickettsia  salmonis  strain  PM22180B  complete  genome	3186151	39.7265540773
CP019120.1	Lactobacillus  delbrueckii  subsp.  bulgaricus  strain  DSM  20080  complete  genome	1868180	49.7806956503
CP007687.1	Listeria  monocytogenes  strain  L2625  complete  genome	2896586	38.0502080725
CP018828.1	Enterococcus  faecium  strain  ISMMS_VRE_12  complete  genome	2807999	38.0552842077
CP013029.1	Escherichia  coli  strain  2012C-4227  complete  genome	5202850	50.6667307341
CP001560.1	Shimwellia  blattae  DSM  4481  =  NBRC  105725  complete  genome	4158725	56.5083288748
CP000269.1	Janthinobacterium  sp.  Marseille  complete  genome	4110251	54.2341818054
FN822744.1	Leuconostoc  gasicomitatum  LMG  18811  complete  genome  type  strain  LMG  18811T	1954080	36.6632379432
CP009654.1	Francisella  sp.  CA97-1460  complete  genome	1855434	31.1887137996
CP003933.2	Sinorhizobium  meliloti  GR4  complete  genome	3620713	62.7857275625
CP014941.1	Rhodococcus  sp.  BH4  complete  genome	6314891	62.5043726012
CP002383.1	Shewanella  baltica  OS678  complete  genome	5288069	46.3127844966
CP000253.1	Staphylococcus  aureus  subsp.  aureus  NCTC  8325  complete  genome	2821361	32.8682504649
CP011150.1	Bacillus  pumilus  strain  W3  complete  genome	3745123	41.3919916649
CP007506.3	Pandoraea  pnomenusa  strain  RB38  complete  genome	5378916	64.759256326
CP002660.1	Clostridium  acetobutylicum  DSM  1731  complete  genome	3942462	30.9272479988
CP017961.1	Pasteurella  multocida  strain  Razi_Pm0001  complete  genome	2360663	40.4344033858
AP009180.1	Candidatus  Carsonella  ruddii  PV  DNA  complete  genome	159662	16.5643672258
CP017603.1	Clostridium  formicaceticum  strain  ATCC  27076  complete  genome	4586755	35.5256384961
CP011491.1	Mycobacterium  vaccae  95051  complete  genome	6235754	68.5863489804
CP013480.3	Pandoraea  norimbergensis  strain  DSM  11628  complete  genome	6167370	63.0612724711
CP003924.1	Corynebacterium  maris  DSM  45190  complete  genome	2787574	66.6683646784
CP000046.1	Staphylococcus  aureus  subsp.  aureus  COL  complete  genome	2809422	32.8175332862
CP016954.1	Cutibacterium  avidum  strain  DPC  6544  complete  genome	2729848	63.4285865001
CP004123.1	Bacillus  thuringiensis  serovar  thuringiensis  str.  IS5056  complete  genome	5491935	35.3845593584
CP009621.1	Pontibacter  korlensis  strain  X14-1T  complete  genome	5462537	47.3442651281
CP018807.1	Histophilus  somni  strain  USDA-ARS-USMARC-63373  complete  genome	2110610	37.218150203
CP005074.1	Spiroplasma  taiwanense  CT-1  complete  genome	1075140	23.8734490392
CP009122.1	Sphingopyxis  fribergensis  strain  Kp5.2  complete  genome	4993584	63.852976139
